pid,title,journal_title,year,period_3,author_position,author_name,inferred_gender,female_probability,classifier,classifier_version,census_year,threshold
S1981-38212010000200060,Burst Diplomacy The Diplomacies of Foreign Policy: Actors and Methods,Brazilian Political Science Review,2010,2005-2011,2,Marie Toernquist-Chesnier,Feminino,0.9878021734309159,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212010000200078,The Decreasing Political Rewards of Education in Brazil,Brazilian Political Science Review,2010,2005-2011,1,Rogerio Schlegel,Masculino,0.0028671612424110184,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212010000200103,The Multi-faceted Debate on Decentralization and Collective Welfare,Brazilian Political Science Review,2010,2005-2011,1,Sandra Gomes,Feminino,0.9963050282871853,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100011,How Innovative Was the Poupatempo Experience in Brazil? Institutional Bypass as a New Form of Institutional Change,Brazilian Political Science Review,2011,2005-2011,1,Mariana Mota Prado,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100011,How Innovative Was the Poupatempo Experience in Brazil? Institutional Bypass as a New Form of Institutional Change,Brazilian Political Science Review,2011,2005-2011,2,Ana Carolina da Matta Chasin,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100035,Political Dynamics and Liberalization in the Brazilian Air Transport Industry: 1990-2002,Brazilian Political Science Review,2011,2005-2011,1,Cristiano Fonseca Monteiro,Masculino,0.005178331511126341,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100054,Brazilian Parties According to their Manifestos: Political Identity and Programmatic Emphases,Brazilian Political Science Review,2011,2005-2011,1,Gabriela da Silva Tarouco,Feminino,0.9943022267876943,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100077,Euroskepticism in European National Elections: The Rise of Voter Support for New Radical Right Parties,Brazilian Political Science Review,2011,2005-2011,1,Ana Paula Tostes,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100105,Public Attitudes towards Parties in Portugal: A Longitudinal Overview,Brazilian Political Science Review,2011,2005-2011,1,Conceição Pequito Teixeira,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000100105,Public Attitudes towards Parties in Portugal: A Longitudinal Overview,Brazilian Political Science Review,2011,2005-2011,2,Paulo Almeida Pereira,Masculino,0.004067919308461227,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200010,Judiciary-Executive relations in Policy Making: the Case of Drug Distribution in the State of São Paulo,Brazilian Political Science Review,2011,2005-2011,1,Vanessa Elias de Oliveira,Feminino,0.9963103897213691,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200010,Judiciary-Executive relations in Policy Making: the Case of Drug Distribution in the State of São Paulo,Brazilian Political Science Review,2011,2005-2011,2,Lincoln N. T. Noronha,Masculino,0.0030548342752405684,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200039,Independence after Delegation? Presidential Calculus and Political Interference in Brazilian Regulatory Agencies,Brazilian Political Science Review,2011,2005-2011,1,Mariana Batista da Silva,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200075,Brazil&#8211;United States Military Relations during the Cold War: Political Dynamic and Arms Transfers*,Brazilian Political Science Review,2011,2005-2011,1,Eduardo Munhoz Svartman,Masculino,0.005914707369245647,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200094,Federalism and Public Resources in Brazil: Federal Discretionary Transfers to States,Brazilian Political Science Review,2011,2005-2011,1,Márcia Miranda Soares,Feminino,0.9956880127904416,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200094,Federalism and Public Resources in Brazil: Federal Discretionary Transfers to States,Brazilian Political Science Review,2011,2005-2011,2,Pedro Robson Pereira Neiva,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200117,Policies of Space and the Space of Politics: The &#8220;Negotiated Expansion&#8221; of the Belo Horizonte Metropolitan Area1,Brazilian Political Science Review,2011,2005-2011,1,Carlos Aurélio Pimenta de Faria,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212011000200117,Policies of Space and the Space of Politics: The &#8220;Negotiated Expansion&#8221; of the Belo Horizonte Metropolitan Area1,Brazilian Political Science Review,2011,2005-2011,2,Gustavo Gomes Machado,Masculino,0.006935120413433656,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100011,"Democracy, Redistribution, and Equality",Brazilian Political Science Review,2012,2012-2018,1,Adam Przeworski,Masculino,0.014393195943735688,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100037,"Actors, Interests and Strategies of Brazilian Foreign Policy on Biofuels",Brazilian Political Science Review,2012,2012-2018,1,Marcelo de Almeida Medeiros,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100037,"Actors, Interests and Strategies of Brazilian Foreign Policy on Biofuels",Brazilian Political Science Review,2012,2012-2018,2,Liliana Froio,Feminino,0.9961303637458079,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100053,Empirical Determinants of Government Efficiency: A Study Based on Objective Indicators,Brazilian Political Science Review,2012,2012-2018,1,Francisca Guedes de Oliveira,Feminino,0.9939603546864343,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100070,Trust and Political Information: Attitudinal Change in Participants in the Youth Parliament in Brazil,Brazilian Political Science Review,2012,2012-2018,1,Mario Fuks,Masculino,0.00494234668299327,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100070,Trust and Political Information: Attitudinal Change in Participants in the Youth Parliament in Brazil,Brazilian Political Science Review,2012,2012-2018,2,Gabriel Avila Casalecchi,Masculino,0.00841873571180299,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100090,Women in Motion: Female Representation in the Rio Grande do Sul State Legislative Assembly,Brazilian Political Science Review,2012,2012-2018,1,Alfredo Alejandro Gugliano,Masculino,0.002598322900673202,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100090,Women in Motion: Female Representation in the Rio Grande do Sul State Legislative Assembly,Brazilian Political Science Review,2012,2012-2018,2,Andréia Orsato,Feminino,0.9952532094978414,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000100113,Electoral Governance in Brazil,Brazilian Political Science Review,2012,2012-2018,1,Vitor Marchetti,Masculino,0.007398198095035559,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200001,"Liberalism, Marxism and Democratic Theory Revisited: Proposal of a Joint Index of Political and Economic Democracy",Brazilian Political Science Review,2012,2012-2018,1,Angelo Segrillo,Masculino,0.006901651466600937,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200002,"The Bigger, the Better: Coalitions in the GATT/WTO",Brazilian Political Science Review,2012,2012-2018,1,Gabriel Cepaluni,Masculino,0.00841873571180299,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200002,"The Bigger, the Better: Coalitions in the GATT/WTO",Brazilian Political Science Review,2012,2012-2018,2,Manoel Galdino,Masculino,0.0029461543283394974,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200002,"The Bigger, the Better: Coalitions in the GATT/WTO",Brazilian Political Science Review,2012,2012-2018,3,Amâncio Jorge de Oliveira,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200003,Political Competition and the Diffusion of Conditional Cash Transfers in Brazil,Brazilian Political Science Review,2012,2012-2018,1,Denilson Bandeira Coêlho,Masculino,0.004373774904186536,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212012000200004,What is the Best Strategy to Obtain Legislative Support?: Survey Evidence from Brazilian State Assemblies,Brazilian Political Science Review,2012,2012-2018,1,Felipe Nunes,Masculino,0.006868830170834072,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100001,Human rights and political transition in South Africa: the case of the Truth and Reconciliation Commission,Brazilian Political Science Review,2013,2012-2018,1,Cristina Buarque de Hollanda,Feminino,0.9957389055650994,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100003,Investigating elite behavior through field experiment in Brazil: do candidates answer more to core or swing voters?,Brazilian Political Science Review,2013,2012-2018,1,Paolo Spada,Masculino,0.025792811839323467,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100003,Investigating elite behavior through field experiment in Brazil: do candidates answer more to core or swing voters?,Brazilian Political Science Review,2013,2012-2018,2,Feliciano de Sá Guimarães,Masculino,0.00448681996634885,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100004,Human security paradigms and economic crisis in first year of the North Caucasus Federal District,Brazilian Political Science Review,2013,2012-2018,1,Tiago Ferreira Lopes,Masculino,0.004708465882197541,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100005,Public policy and media frames: the debate over migration in Brazil,Brazilian Political Science Review,2013,2012-2018,1,Augusto Veloso Leão,Masculino,0.005030279787015813,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000100006,Two to tango: an analysis Brazilian-Argentine relations,Brazilian Political Science Review,2013,2012-2018,1,Karina Lilia Pasquariello Mariano,Feminino,0.9965384615384615,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200001,Humanism and solidarity in brazilian foreign policy under Lula (2003-2010): theory and practice,Brazilian Political Science Review,2013,2012-2018,1,Carlos Aurélio Pimenta de Faria,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200001,Humanism and solidarity in brazilian foreign policy under Lula (2003-2010): theory and practice,Brazilian Political Science Review,2013,2012-2018,2,Clarisse Goulart Paradis,Feminino,0.9949535877412701,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200002,New policies for science and technology and the impacts on public research institutes: a case study in Brazil,Brazilian Political Science Review,2013,2012-2018,1,Thales Haddad Novaes de Andrade,Masculino,0.007635428387719016,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200002,New policies for science and technology and the impacts on public research institutes: a case study in Brazil,Brazilian Political Science Review,2013,2012-2018,2,Lucas Rodrigo da Silva,Masculino,0.006964462086058777,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200002,New policies for science and technology and the impacts on public research institutes: a case study in Brazil,Brazilian Political Science Review,2013,2012-2018,3,Leda Gitahy,Feminino,0.99576031656303,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200004,"The judicialization of territorial politics in Brazil, Colombia and Spain",Brazilian Political Science Review,2013,2012-2018,1,Helder Ferreira do Vale,Masculino,0.004932610810059747,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200005,Internet and politics studies in Brazil: mapping the characteristics and disparities of the research field,Brazilian Political Science Review,2013,2012-2018,1,Maria Alejandra Nicolás,Feminino,0.9951151363533721,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200005,Internet and politics studies in Brazil: mapping the characteristics and disparities of the research field,Brazilian Political Science Review,2013,2012-2018,2,Rachel Callai Bragatto,Feminino,0.9934993668214437,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200005,Internet and politics studies in Brazil: mapping the characteristics and disparities of the research field,Brazilian Political Science Review,2013,2012-2018,3,Rafael Cardoso Sampaio,Masculino,0.006419174621931684,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200006,Identification of areas of vote concentration: evidences from Brazil,Brazilian Political Science Review,2013,2012-2018,1,Glauco Peres da Silva,Masculino,0.003795721187025535,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000200006,Identification of areas of vote concentration: evidences from Brazil,Brazilian Political Science Review,2013,2012-2018,2,Andreza Davidian,Feminino,0.9960502900794282,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300002,The institutionalization of Brazilian political thought in the social sciences: wanderley guilherme dos santos' research revisited (1963-1978),Brazilian Political Science Review,2013,2012-2018,1,Christian Edward Cyril Lynch,Masculino,0.016786351369894342,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300003,Mapping and explaining the use of the left-right divide,Brazilian Political Science Review,2013,2012-2018,1,André Freire,Masculino,0.00615716223630992,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300003,Mapping and explaining the use of the left-right divide,Brazilian Political Science Review,2013,2012-2018,2,Kats Kivistik,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300004,"""Securing our survival (SOS)"": non-state actors and the campaign for a nuclear weapons convention through the prism of securitisation theory",Brazilian Political Science Review,2013,2012-2018,1,Renata H. Dalaqua,Feminino,0.9950344042661902,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300005,Foreign policy change in Brazil: comparing Castelo Branco (1964-1967) and Fernando Collor (1990-1992),Brazilian Political Science Review,2013,2012-2018,1,Ítalo Beltrão Sposito,Masculino,0.007765282777020129,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300006,Human rights and development: an international political economy perspective,Brazilian Political Science Review,2013,2012-2018,1,Cristiane Lucena,Feminino,0.9954881866885184,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212013000300007,Diffusion of good government: social sector reforms in Brazil,Brazilian Political Science Review,2013,2012-2018,1,Denilson Bandeira Coêlho,Masculino,0.004373774904186536,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100001,The legislative work in an authoritarian regime: the case of the São Paulo administrative department,Brazilian Political Science Review,2014,2012-2018,1,Adriano Codato,Masculino,0.005385152644599508,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100002,"A study on the impact of campaign finance, political capital and gender on electoral performance",Brazilian Political Science Review,2014,2012-2018,1,Bruno Wilhelm Speck,Masculino,0.006017689250676158,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100002,"A study on the impact of campaign finance, political capital and gender on electoral performance",Brazilian Political Science Review,2014,2012-2018,2,Wagner Pralon Mancuso,Masculino,0.003231528051121316,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100003,The place of normativity in the political ontology of Ernesto Laclau,Brazilian Political Science Review,2014,2012-2018,1,Daniel de Mendonça,Masculino,0.006345824743137466,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100004,The path of Brazilian social assistance policy post-1988: the significance of institutions and ideas,Brazilian Political Science Review,2014,2012-2018,1,Natália Guimarães Duarte Sátyro,Feminino,0.9959155726841636,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100004,The path of Brazilian social assistance policy post-1988: the significance of institutions and ideas,Brazilian Political Science Review,2014,2012-2018,2,Eleonora Schettini Martins Cunha,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000100005,Critical theory and social justice,Brazilian Political Science Review,2014,2012-2018,1,Álvaro de Vita,Masculino,0.004656866323119371,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200008,"Cooperation for Development, Brazilian Regional Leadership and Global Protagonism",Brazilian Political Science Review,2014,2012-2018,1,Leticia Pinheiro,Feminino,0.9955420977374043,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200008,"Cooperation for Development, Brazilian Regional Leadership and Global Protagonism",Brazilian Political Science Review,2014,2012-2018,2,Gabrieli Gaio,Feminino,0.9931056857814908,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200032,Water Services in the Buenos Aires Metropolitan Area: How Does State Regulation Work?,Brazilian Political Science Review,2014,2012-2018,1,Mariela Verónica Rocca,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200048,"Institutionalisation, Reform and Independence of the Public Defender&#8217;s Office in Brazil",Brazilian Political Science Review,2014,2012-2018,1,Lígia Mori Madeira,Feminino,0.9967437241634143,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200070,Flying in Clear Skies: Technical Arguments Influencing ANAC Regulations,Brazilian Political Science Review,2014,2012-2018,1,Marcello Fragano Baird,Masculino,0.0042569659442724455,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200070,Flying in Clear Skies: Technical Arguments Influencing ANAC Regulations,Brazilian Political Science Review,2014,2012-2018,2,Ivan Filipe de Almeida Lopes Fernandes,Masculino,0.006965430212864876,genderBR::get_gender,1.4.0,2022,0.9
S1981-38212014000200094,A Comparative Analysis of Brazil's Foreign Policy Drivers Towards the USA: Comment on Amorim Neto (2011),Brazilian Political Science Review,2014,2012-2018,1,Fernando Mourón,Masculino,0.005776144523119516,genderBR::get_gender,1.4.0,2022,0.9
