pid,title,journal_title,year,period_3,author_position,author_name,inferred_gender,female_probability,classifier,classifier_version,census_year,threshold
S0102-69092013000200004,A relação contingente entre representação e legitimidade democrática sob a perspectiva da sociedade civil,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Débora Rezende de Almeida,Feminino,0.9958008491409276,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200005,As transformações nas formas de militância no interior do PT: maior inclusão e menor intensidade,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Oswaldo E. do Amaral,Masculino,0.002845962290999644,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200006,"Incentivos da dinâmica política sobre a corrupção: reeleição, competitividade e coalizões nos municípios brasileiros",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Mariana Batista,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200007,A nação como relato: a estrutura narrativa da imaginação nacional,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Francisco Colom González,Masculino,0.0037814606357032808,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200008,Um clássico por amadurecimento: Raízes do Brasil,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Luiz Feldman,Masculino,0.005127713471220839,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200009,Linhas retas ou labirintos?: A tradução da sociologia da modernização nos textos de Florestan Fernandes e de Gino Germani (1960-1970),Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Antonio Brasil Jr.,Masculino,0.0044955722517663246,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200010,Da fisiologia à sociologia?: Elementos para uma revisão da história teórica da sociologia sistêmica,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Léo Peixoto Rodrigues,Masculino,0.012838445399140773,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200011,Decisões entre pesquisas quali e quanti sob a perspectiva de mecanismos causais,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Charles Kirschbaum,Masculino,0.004485216204839389,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200012,É proibido fumar: análise de uma controvérsia sobre a exposição passiva à fumaça do tabaco,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Maiko Rafael Spiess,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200012,É proibido fumar: análise de uma controvérsia sobre a exposição passiva à fumaça do tabaco,Revista Brasileira de Ciências Sociais,2013,2012-2018,2,Maria Conceição da Costa,Feminino,0.9951151363533721,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200012,É proibido fumar: análise de uma controvérsia sobre a exposição passiva à fumaça do tabaco,Revista Brasileira de Ciências Sociais,2013,2012-2018,3,Josué Laguardia,Masculino,0.006571614548502439,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000200013,A economia solidária e a revitalização do paradigma cooperativo,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Luiz Inácio Gaiger,Masculino,0.005127713471220839,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300001,Os processos literários e a construção da imagem do intelectual engajado,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Gisèle Sapiro,Feminino,0.9961188187361862,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300002,Elogio da Sociologia: discurso de aceitação da Medalha de Ouro do CNRS,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Pierre Bourdieu,Masculino,0.01009001879513305,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300004,"Habitus, reflexividade e neo-objetivismo na teoria da prática de Pierre Bourdieu",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Gabriel Peters,Masculino,0.00841873571180299,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300005,"A ética da pesquisa na era da autoria: direito intelectual indígena, socialidade e invenção antropológica",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Oscar Calavia Sáez,Masculino,0.0034863083164300202,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300006,Pioneiros de Mato Grosso e Pernambuco: novos e velhos capítulos da colonização no Brasil,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Ana Claudia Marques,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300007,"Luhmann ""fora do lugar""?: como a ""condição periférica"" da América Latina impulsionou deslocamentos na teoria dos sistemas",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Pedro Henrique Ribeiro,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300009,Estado e desigualdade de renda no Brasil: fluxos de rendimentos e estratificação social,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Marcelo Medeiros,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300009,Estado e desigualdade de renda no Brasil: fluxos de rendimentos e estratificação social,Revista Brasileira de Ciências Sociais,2013,2012-2018,2,Pedro Herculano G. Ferreira de Souza,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300010,"Comparação, história e interpretação: por uma ciência política histórico-interpretativa",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Renato Perissinotto,Masculino,0.004431042540055056,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300011,Modernidade periférica e descolonização epistêmica: a contribuição do marxismo paulista,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,José Henrique Bortoluci,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300012,"Análise de redes sociais, classes sociais e marxismo",Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Ary Cesar Minella,Masculino,0.01159678858162355,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300013,Discursos sobre o feminino: um mapeamento dos programas eleitorais de Dilma Rousseff,Revista Brasileira de Ciências Sociais,2013,2012-2018,1,Ricardo Fabrino Mendonça,Masculino,0.0036408077751265786,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092013000300013,Discursos sobre o feminino: um mapeamento dos programas eleitorais de Dilma Rousseff,Revista Brasileira de Ciências Sociais,2013,2012-2018,2,Ana Carolina Ogando,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100003,Diversidade e diferenciação no ensino superior no Brasil: conceitos para discussão,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Helena Sampaio,Feminino,0.9949479226404068,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100004,"Interdisciplinaridade, entre o conceito e a prática um estudo de caso",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Susana Cesco,Feminino,0.9960265566844382,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100004,"Interdisciplinaridade, entre o conceito e a prática um estudo de caso",Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Roberto José Moreira,Masculino,0.003703535217034121,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100004,"Interdisciplinaridade, entre o conceito e a prática um estudo de caso",Revista Brasileira de Ciências Sociais,2014,2012-2018,3,Eli de Fátima Napoleão de Lima,Não classificado,0.4102755224277918,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100005,Dilemas do planejamento regional e as instituiç›es do desenvolvimento sustentável,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Carolina Galvanese,Feminino,0.9959655698059576,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100005,Dilemas do planejamento regional e as instituiç›es do desenvolvimento sustentável,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Arilson Favareto,Masculino,0.0037724898432965758,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100006,Modernidade neoliberal,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Luiz Carlos Bresser-Pereira,Masculino,0.005127713471220839,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100007,"Ação afirmativa, comunitarismo e multiculturalismo: relações necessárias ou contingentes?",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Luiz Augusto Campos,Masculino,0.005127713471220839,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100007,"Ação afirmativa, comunitarismo e multiculturalismo: relações necessárias ou contingentes?",Revista Brasileira de Ciências Sociais,2014,2012-2018,2,João Feres Júnior,Masculino,0.005752624607649723,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100008,"Jânio Quadros, o pai dos pobres: tradição e paternalismo na projeção do líder (1959-1960)",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Jefferson José Queler,Masculino,0.0041178104358116675,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100009,Sindicatos e justiça: mecanismos judiciais e exercício de direitos,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Karen Artur,Feminino,0.9957399160853562,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100010,Classe política e regime autoritário: os advogados do Estado Novo em São Paulo,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Adriano Codato,Masculino,0.005385152644599508,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100011,Perfil profissional e distribuição regional dos senadores brasileiros em dois séculos de história,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Pedro Neiva,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000100011,Perfil profissional e distribuição regional dos senadores brasileiros em dois séculos de história,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Maurício Izumi,Masculino,0.0035636993887490907,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200001,Ficções policiais e a busca pela soberania: distantes aventuras do policiamento do mundo pós-colonial,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Jean Comaroff,Masculino,0.008897294151876636,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200001,Ficções policiais e a busca pela soberania: distantes aventuras do policiamento do mundo pós-colonial,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,John Comaroff,Masculino,0.004558058267178182,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200003,A fabricação de mártires-encantados e suas apropriações por coletivos rurais e indígenas,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Edimilson Rodrigues de Souza,Masculino,0.003762122394381897,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200003,A fabricação de mártires-encantados e suas apropriações por coletivos rurais e indígenas,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Celeste Ciccarone,Feminino,0.9457417582417582,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200004,"Paulo Freire, o testemunho e a pedagogia católica: a ação histórica contra o fatalismo",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Eduardo Dullo,Masculino,0.005914707369245647,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200005,"Redes sociais, redes de sociabilidade",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Francisco Coelho dos Santos,Masculino,0.0037814606357032808,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200005,"Redes sociais, redes de sociabilidade",Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Cristina Petersen Cypriano,Feminino,0.9957389055650994,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200006,Os impactos da geração de empregos sobre as desigualdades de renda: uma análise da década de 2000,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Flavio Alex de Oliveira Carvalhaes,Masculino,0.005258029152624954,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200006,Os impactos da geração de empregos sobre as desigualdades de renda: uma análise da década de 2000,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Rogério Jerônimo Barbosa,Masculino,0.0028671612424110184,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200006,Os impactos da geração de empregos sobre as desigualdades de renda: uma análise da década de 2000,Revista Brasileira de Ciências Sociais,2014,2012-2018,3,Pedro Herculano G. F. de Souza,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200006,Os impactos da geração de empregos sobre as desigualdades de renda: uma análise da década de 2000,Revista Brasileira de Ciências Sociais,2014,2012-2018,4,Carlos Antônio Costa Ribeiro,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200007,"Geração bolsa família escolarização, trabalho infantil e consumo na casa sertaneja (Catingueira/PB)",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Flávia Ferreira Pires,Feminino,0.9947624278806647,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200007,"Geração bolsa família escolarização, trabalho infantil e consumo na casa sertaneja (Catingueira/PB)",Revista Brasileira de Ciências Sociais,2014,2012-2018,2,George Ardilles da Silva Jardim,Masculino,0.00555769060218169,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200008,"Disciplina, controle social e punição: o entrecruzamento das redes de poder no espaço prisional",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Camila Nunes Dias,Feminino,0.9959487389591692,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200009,Visões civis sobre o submarino nuclear brasileiro,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,João Roberto Martins Filho,Masculino,0.005752624607649723,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200010,Os agenciamentos da memória política na américa latina,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Javier Alejandro Lifschitz,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200011,Abordagens teóricas sobre o associativismo e seus efeitos democráticos,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Lígia Helena Hahn Lüchmann,Feminino,0.9967437241634143,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200012,A lei da oligarquia de Michels: modos de usar,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Pedro Floriano Ribeiro,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200013,Penúltimas palavras,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,José de Souza Martins,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200014,Determinantes da descentralização,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Cecília Viana,Feminino,0.9951990748582209,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000200015,"Intervenções urbanas e ""cidades rebeldes""",Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Edson Alencar Collares de Bessa,Masculino,0.0030533960720130933,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300001,E Mozart? E o assassinato?,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Howard S. Becker,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300002,Risco e modernidade uma nova teoria social?,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Renata Motta,Feminino,0.9950344042661902,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300003,A letra e o mito contribuições de pau Brasil para a consagração bandeirante nos anos de 1920,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Ana Lúcia Teixeira,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300004,A anomalia da política de ciência e tecnologia,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Renato Dagnino,Masculino,0.004431042540055056,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300005,Entre o pig e o mensalão mitologia política e realidade contemporânea,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Roberto Grün,Masculino,0.003703535217034121,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300006,O suicídio como forma de ação política e social no ceticismo de Montaigne e Hume,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Cesar Kiraly,Masculino,0.004125908519591235,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300007,Cobertura da imprensa e eleições presidenciais de 2006 efeitos realmente limitados?,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Pedro Santos Mundim,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300008,Novos rumos do sindicalismo no Brasil,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Alexandre Sampaio Ferraz,Masculino,0.004868447821499709,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300009,Unidade partidária e política externa na América Latina,Revista Brasileira de Ciências Sociais,2014,2012-2018,1,Pedro Feliú,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092014000300009,Unidade partidária e política externa na América Latina,Revista Brasileira de Ciências Sociais,2014,2012-2018,2,Janina Onuki,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100005,Reconfigurações da teoria social após a hegemonia ocidental,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Wolfgang Knöbl,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100019,Migrações e trabalho no Brasil: fatores étnico-nacionais e raciais,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Elaine Meire Vilela,Feminino,0.9963728255564839,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100019,Migrações e trabalho no Brasil: fatores étnico-nacionais e raciais,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Ana Cristina Murta Collares,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100019,Migrações e trabalho no Brasil: fatores étnico-nacionais e raciais,Revista Brasileira de Ciências Sociais,2015,2012-2018,3,Cláudia Lima Ayer de Noronha,Feminino,0.9953587526610611,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100043,"Migra&#231;&#245;es, cultura cient&#237;fica e empreendedorismo: li&#231;&#245;es do desenvolvimento industrial ingl&#234;s do s&#233;culo XIX",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Renan Springer de Freitas,Masculino,0.006416625269084286,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100059,Ação e experiência nos esportes coletivos,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Eduardo Fernandes Nazareth,Masculino,0.005914707369245647,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100079,Dimensões da nação: uma análise do discurso estatístico da diretoria geral de estatística (1872-1930),Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Alexandre de Paiva Rio Camargo,Masculino,0.004868447821499709,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100097,A classifica&#231;&#227;o disciplinar no mercado dos enunciados ambientais,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Rodrigo Constante Martins,Masculino,0.004016643432093622,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100115,Grupos sociais e preferência política: o voto evangélico no Brasil,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Guilherme Alberto Rodrigues,Masculino,0.007027704120642254,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100115,Grupos sociais e preferência política: o voto evangélico no Brasil,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Mario Fuks,Masculino,0.00494234668299327,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100129,Mídia e políticas públicas: possíveis campos exploratórios,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Claudio Camargo Penteado,Masculino,0.004602670383919882,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100129,Mídia e políticas públicas: possíveis campos exploratórios,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Ivan Fortunato,Masculino,0.006965430212864876,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000100143,"Sociedade civil, democracia e viol&#234;ncia",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Luciana Maria de Aragão Ballestrin,Feminino,0.9952083072381331,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200005,Ideias em outro lugar? Constituição liberal e codificação do direito privado na virada do século XIX para o século XX no Brasil,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Marcelo Neves,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200029,Violência e política,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Luis Felipe Miguel,Masculino,0.00523837530435903,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200061,Entre cooperação e centralização: Federalismo e políticas sociais no Brasil Pós-1988,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,José Angelo Machado,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200061,Entre cooperação e centralização: Federalismo e políticas sociais no Brasil Pós-1988,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Pedro Lucas de Moura Palotti,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200083,Movimentos sociais e instituições participativas: Efeitos do engajamento institucional nos padrões de ação coletiva,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Euzeneia Carlos,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200099,O conflito social e político nas hidrelétricas da bacia do Uruguai,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Humberto José da Rocha,Masculino,0.0034093581001645896,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200099,O conflito social e político nas hidrelétricas da bacia do Uruguai,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Hemerson Luiz Pase,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200115,Desafios ontológicos e epistemológicos para os métodos mistos na ciência política,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Glauco Peres da Silva,Masculino,0.003795721187025535,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200129,Diferenciação institucional e desigualdades no ensino superior,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Arnaldo Mont&#8217,Masculino,0.0024054029049865853,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200129,Diferenciação institucional e desigualdades no ensino superior,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Alvão,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000200145,"Juventude por cor e renda no acesso ao ensino superior: somando desvantagens, multiplicando desigualdades?",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Felícia Picanço,Feminino,0.9925508720930233,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300009,"O lado sombrio da estrada vitimização, gestão coercitiva e percepção de medo nos roubos a ônibus interurbanos",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Eduardo Paes-Machado,Masculino,0.005914707369245647,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300009,"O lado sombrio da estrada vitimização, gestão coercitiva e percepção de medo nos roubos a ônibus interurbanos",Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Silvia Viodres-Inoue,Feminino,0.996694535186313,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300031,"Cabelos ambíguos beleza, poder de compra e &#8220;raça&#8221; no Brasil urbano",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Mylene Mizrahi,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300047,Trajetórias educacionais de jovens residentes em um distrito da periferia de São Paulo,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Mariana Bittar,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300063,"Patroas e adolescentes trabalhadoras domésticas relações de trabalho, gênero e classes sociais",Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Paulo Eduardo Angelin,Masculino,0.004067919308461227,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300063,"Patroas e adolescentes trabalhadoras domésticas relações de trabalho, gênero e classes sociais",Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Oswaldo Mário Serra Truzzi,Masculino,0.002845962290999644,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300077,Voto estratégico e coordenação eleitoral testando a Lei de Duverger no Brasil,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Fernando Guarnieri,Masculino,0.005776144523119516,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300093,O nó da reforma tributária no Brasil (1995-2008),Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Murilo de Oliveira Junqueira,Masculino,0.006851711178634256,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300115,Autoempreendedorismo:forma emergente de inserção social pelo trabalho,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Cinara Rosenfield,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300129,A intertextualidade e sua teia: da etnografia ao romance e do romance ao filme,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,José Hildo de Oliveira Filho,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300147,Cálculo econômico e mobilidades sociais cruzadas em terras gaúchas: estudo sobre mudança da morfologia do patronato rural*,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Marcos Botton Piccin,Masculino,0.004361161831244649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300159,La configuración de los nuevos movimientos sociales frente a la crisis de lo social,Revista Brasileira de Ciências Sociais,2015,2012-2018,1,Carlos Mejías Sandia,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092015000300159,La configuración de los nuevos movimientos sociales frente a la crisis de lo social,Revista Brasileira de Ciências Sociais,2015,2012-2018,2,Pablo Suárez Manríquez,Masculino,0.006189433378355341,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100017,MERCANTILIZAÇÃO NO FEMININO: A VISIBILIDADE DO TRABALHO DAS MULHERES NO BRASIL,Revista Brasileira de Ciências Sociais,2016,2012-2018,1,Nadya Araujo Guimarães,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100017,MERCANTILIZAÇÃO NO FEMININO: A VISIBILIDADE DO TRABALHO DAS MULHERES NO BRASIL,Revista Brasileira de Ciências Sociais,2016,2012-2018,2,Murillo Marschner Alves de Brito,Masculino,0.007010592090223272,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100017,MERCANTILIZAÇÃO NO FEMININO: A VISIBILIDADE DO TRABALHO DAS MULHERES NO BRASIL,Revista Brasileira de Ciências Sociais,2016,2012-2018,3,Leonardo Sangali Barone,Masculino,0.005328296056425968,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100039,"AUTONOMIA, PREFERÊNCIAS E ASSIMETRIA DE RECURSOS",Revista Brasileira de Ciências Sociais,2016,2012-2018,1,Flávia Biroli,Feminino,0.9947624278806647,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100057,BEBER COMO HOMEM: DILEMAS E ARMADILHAS EM ETNOGRAFIAS SOBRE GÊNERO E MASCULINIDADES,Revista Brasileira de Ciências Sociais,2016,2012-2018,1,Pedro Nascimento,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100071,ANTROPOLOGIA EM OUTRAS LINGUAGENS: CONSIDERAÇÕES PARA UMA ETNOGRAFIA HIPERTEXTUAL,Revista Brasileira de Ciências Sociais,2016,2012-2018,1,Ana Luiza Carvalho da Rocha,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-69092016000100071,ANTROPOLOGIA EM OUTRAS LINGUAGENS: CONSIDERAÇÕES PARA UMA ETNOGRAFIA HIPERTEXTUAL,Revista Brasileira de Ciências Sociais,2016,2012-2018,2,Cornelia Eckert,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
