pid,file,field,queue_source,excluded_from_analysis,exclusion_reason,decision_status,decision_value,action,old_type,new_type,old_value,new_value,old_json,new_json,reason,reviewer,review_date,decision_note
S0011-52582015000200461,S0011-52582015000200461.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,No Mention of Mechanisms/Channels,apply_manual_decision,logical,character,FALSE,No Mention of Mechanisms/Channels,"""FALSE""","""No Mention of Mechanisms/Channels""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Texto descritivo
S0011-52582015000200461,S0011-52582015000200461.json,general_goal_of_analysis,main_queue,FALSE,,done,Describe,apply_manual_decision,null,character,<NULL>,Describe,"""<NULL>""","""Describe""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Descrebe os programas do Banco Mundial
S0011-52582015000200461,S0011-52582015000200461.json,single_country_study,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0011-52582015000401131,S0011-52582015000401131.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0011-52582015000401131,S0011-52582015000401131.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0011-52582017000200395,S0011-52582017000200395.json,error_in_raw_text,main_queue,FALSE,,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível. Há apenas problemas de formatação de caracteres especiais no campo title"
S0011-52582017000200395,S0011-52582017000200395.json,evidence_type,main_queue,FALSE,,done,qualitative,apply_manual_decision,null,character,<NULL>,qualitative,"""<NULL>""","""qualitative""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Tem imagens dos jornais
S0011-52582017000200395,S0011-52582017000200395.json,evidence_type,main_queue,FALSE,,done,qualitative,apply_manual_decision,character,character,qualitative,qualitative,"""qualitative""","""qualitative""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Tem imagens dos jornais
S0011-52582017000200395,S0011-52582017000200395.json,is_empirical_quant_paper,main_queue,FALSE,,done,FALSE,apply_manual_decision,null,logical,<NULL>,FALSE,"""<NULL>""","""FALSE""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Quali
S0011-52582017000200395,S0011-52582017000200395.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,null,character,<NULL>,essayistic,"""<NULL>""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Sem metodologia
S0011-52582017000200395,S0011-52582017000200395.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,essayistic,essayistic,"""essayistic""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Sem metodologia
S0011-52582017000200395,S0011-52582017000200395.json,paper_uses_survey_data,main_queue,FALSE,,done,no_survey_data,apply_manual_decision,null,character,<NULL>,no_survey_data,"""<NULL>""","""no_survey_data""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Quali
S0011-52582017000200395,S0011-52582017000200395.json,paper_uses_survey_data,main_queue,FALSE,,done,no_survey_data,apply_manual_decision,character,character,no_survey_data,no_survey_data,"""no_survey_data""","""no_survey_data""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Quali
S0011-52582018000200463,S0011-52582018000200463.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,Mechanisms/Channels Mentioned With Substantial Exploration,apply_manual_decision,logical,character,TRUE,Mechanisms/Channels Mentioned With Substantial Exploration,"""TRUE""","""Mechanisms/Channels Mentioned With Substantial Exploration""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Quali
S0011-52582018000200463,S0011-52582018000200463.json,general_goal_of_analysis,main_queue,FALSE,,done,Explain,apply_manual_decision,null,character,<NULL>,Explain,"""<NULL>""","""Explain""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,"Pretende explicativo, mas é descritivo histórico"
S0011-52582018000200463,S0011-52582018000200463.json,single_region,main_queue,FALSE,,done,single_region,apply_manual_decision,logical,character,FALSE,single_region,"""FALSE""","""single_region""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Brasil
S0011-52582022000100401,S0011-52582022000100401.json,effort_to_explore_mechanisms,excluded_article_queue,TRUE,non_independent_article_commentary,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0011-52582022000100401,S0011-52582022000100401.json,general_goal_of_analysis,excluded_article_queue,TRUE,non_independent_article_commentary,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Comtnário a outro artigo, sem empiria"
S0011-52582022000100401,S0011-52582022000100401.json,method_status,excluded_article_queue,TRUE,non_independent_article_commentary,done,<NULL>,schema_padding_for_excluded_record,character,character,not applicable,essayistic,"""not applicable""","""essayistic""",Decisão manual marcou <NULL> para registro excluído da análise; valor schema-válido usado apenas para manter validação do corpus preservado.,Manoel,2026-06-01,"Nao aplicável, pois é comentário a outro artigo. Pode ser essayst, talvez."
S0011-52582024000400209,S0011-52582024000400209.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,TRUE,<NULL>,"""TRUE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,"Trabalho descritivo, não cabe"
S0011-52582024000400209,S0011-52582024000400209.json,evidence_type,main_queue,FALSE,,done,quantitative,apply_manual_decision,character,character,observational,quantitative,"""observational""","""quantitative""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"É quantitativo, mas descritivo, sem inferência ou modelagem estatística. Tem um caso ilustrativo. Pensei em mixed, mas achei que sem metodologia explícita de mixed, só quant mesmo."
S0011-52582024000400209,S0011-52582024000400209.json,main_variable_relationship,main_queue,FALSE,,done,<NULL>,apply_manual_decision,character,null,The effect of government preferences and councils' institutional resilience (design strength and policy community insertion) on the deinstitutionalization of participatory counc...,<NULL>,"""The effect of government preferences and councils' institutional resilience (design strength and policy community insertion) on the deinstitutionalization of participatory counc...""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Quali
S0011-52582024000400209,S0011-52582024000400209.json,method_status,main_queue,FALSE,,done,explicit,apply_manual_decision,character,character,qualitative,explicit,"""qualitative""","""explicit""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Como construiu o banco de dados
S0011-52582024000400209,S0011-52582024000400209.json,uses_original_dataset,main_queue,FALSE,,done,procure_original_data,apply_manual_decision,logical,character,TRUE,procure_original_data,"""TRUE""","""procure_original_data""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Contruiu banco de dados
S0011-52582025000400220,S0011-52582025000400220.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria
S0011-52582025000400220,S0011-52582025000400220.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria
S0011-52582025000400220,S0011-52582025000400220.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative_only,essayistic,"""qualitative_only""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Pensamento Político
S0011-52582025000400220,S0011-52582025000400220.json,single_region,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Teoria
S0011-52582025000400228,S0011-52582025000400228.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria
S0011-52582025000400228,S0011-52582025000400228.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria
S0011-52582025000400228,S0011-52582025000400228.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative,essayistic,"""qualitative""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Pensamento Político
S0011-52582025000400228,S0011-52582025000400228.json,single_region,main_queue,FALSE,,done,<NULL>,apply_manual_decision,character,null,Northeast Brazil,<NULL>,"""Northeast Brazil""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria ou Normativo ou Pensamento Político
S0101-31572006000200004,S0101-31572006000200004.json,error_in_raw_text,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível."
S0101-31572006000400002,S0101-31572006000400002.json,error_in_raw_text,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível. Há apenas problemas de formatação de caracteres especiais no campo title"
S0101-31572007000100003,S0101-31572007000100003.json,error_in_raw_text,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível."
S0101-31572009000100007,S0101-31572009000100007.json,error_in_raw_text,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível. Há apenas problemas de formatação de caracteres especiais no campo title"
S0101-31572010000100002,S0101-31572010000100002.json,error_in_raw_text,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Error,apply_manual_decision,character,character,No Error,No Error,"""No Error""","""No Error""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Resumo coerente com o título; sem sinal de texto ausente, corrompido ou incompatível."
S0101-31572018000300526,S0101-31572018000300526.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572018000300526,S0101-31572018000300526.json,single_region,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572019000100039,S0101-31572019000100039.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572019000100039,S0101-31572019000100039.json,general_goal_of_analysis,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572019000100039,S0101-31572019000100039.json,single_region,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572020000300566,S0101-31572020000300566.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,done,No Mention of Mechanisms/Channels,apply_manual_decision,logical,character,FALSE,No Mention of Mechanisms/Channels,"""FALSE""","""No Mention of Mechanisms/Channels""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Texto descritivo
S0101-31572020000300566,S0101-31572020000300566.json,general_goal_of_analysis,excluded_journal_queue,TRUE,out_of_scope_economics,done,Describe,apply_manual_decision,null,character,<NULL>,Describe,"""<NULL>""","""Describe""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Descreve renda básica
S0101-31572020000400669,S0101-31572020000400669.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572020000400669,S0101-31572020000400669.json,general_goal_of_analysis,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572020000400669,S0101-31572020000400669.json,single_country_study,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572020000400669,S0101-31572020000400669.json,single_region,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572022000300572,S0101-31572022000300572.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,TRUE,<NULL>,"""TRUE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572022000300572,S0101-31572022000300572.json,general_goal_of_analysis,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572022000300572,S0101-31572022000300572.json,main_variable_relationship,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,character,null,"Effect of investment rate on productivity, and effect of capital flow on productive investment",<NULL>,"""Effect of investment rate on productivity, and effect of capital flow on productive investment""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572022000300572,S0101-31572022000300572.json,single_region,excluded_journal_queue,TRUE,out_of_scope_economics,pending,,excluded_pending_set_null,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Pendência dispensada por exclusão; campo nullable mantido como JSON null.,,,
S0101-31572023000400837,S0101-31572023000400837.json,effort_to_explore_mechanisms,excluded_journal_queue,TRUE,out_of_scope_economics,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0102-64452005000100007,S0102-64452005000100007.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0102-64452005000100007,S0102-64452005000100007.json,evidence_type,main_queue,FALSE,,done,theoretical-normative,apply_manual_decision,character,character,theoretical/conceptual,theoretical-normative,"""theoretical/conceptual""","""theoretical-normative""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,É artigo de teoria política
S0102-64452005000100007,S0102-64452005000100007.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0102-64452005000100007,S0102-64452005000100007.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative,essayistic,"""qualitative""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Sem método declarado ou é ensaio
S0102-64452005000100007,S0102-64452005000100007.json,single_country_study,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0102-64452006000300005,S0102-64452006000300005.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0102-64452006000300005,S0102-64452006000300005.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0102-64452006000300005,S0102-64452006000300005.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative,essayistic,"""qualitative""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Sem método declarado ou é ensaio
S0102-64452006000300005,S0102-64452006000300005.json,single_country_study,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Teoria ou Normativo ou Pensamento Político
S0102-64452008000300004,S0102-64452008000300004.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria
S0102-64452008000300004,S0102-64452008000300004.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2016-06-02,Teoria ou Normativo ou Pensamento Político
S0102-64452008000300004,S0102-64452008000300004.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative_only,essayistic,"""qualitative_only""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaio de teoria
S0102-64452009000100003,S0102-64452009000100003.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Ensaístico ou Teoria Política
S0102-64452009000100003,S0102-64452009000100003.json,general_goal_of_analysis,main_queue,FALSE,,done,<NULL>,apply_manual_decision,null,null,<NULL>,<NULL>,"""<NULL>""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Revisao da Literatura apenas
S0102-64452009000100003,S0102-64452009000100003.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative,essayistic,"""qualitative""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Sem método declarado ou é ensaio
S0102-64452009000100003,S0102-64452009000100003.json,single_country_study,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Revisão da literatura
S0102-64452010000100004,S0102-64452010000100004.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,<NULL>,apply_manual_decision,logical,null,FALSE,<NULL>,"""FALSE""","""<NULL>""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Pesquisa de campo quali
S0102-64452010000100004,S0102-64452010000100004.json,method_status,main_queue,FALSE,,done,explicit,apply_manual_decision,character,character,qualitative,explicit,"""qualitative""","""explicit""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,Diálogo fictício. Aparentemente há um méotodo antropológico. Difícil classificar.
S0102-85292006000100007,S0102-85292006000100007.json,effort_to_explore_mechanisms,main_queue,FALSE,,done,Mechanisms/Channels Mentioned With Substantial Exploration,apply_manual_decision,logical,character,TRUE,Mechanisms/Channels Mentioned With Substantial Exploration,"""TRUE""","""Mechanisms/Channels Mentioned With Substantial Exploration""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,Construtivismo quali
S0102-85292006000100007,S0102-85292006000100007.json,general_goal_of_analysis,main_queue,FALSE,,done,Explain,apply_manual_decision,null,character,<NULL>,Explain,"""<NULL>""","""Explain""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,"Construtivismo, então explica não sei se é causal, mas parece."
S0102-85292006000100007,S0102-85292006000100007.json,method_status,main_queue,FALSE,,done,essayistic,apply_manual_decision,character,character,qualitative_only,essayistic,"""qualitative_only""","""essayistic""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-01,"Não há método, mas há xpistemologia - construtivista. Fiquei na dúvida."
S0102-85292006000100007,S0102-85292006000100007.json,single_country_study,main_queue,FALSE,,done,multiple_countries,apply_manual_decision,logical,character,FALSE,multiple_countries,"""FALSE""","""multiple_countries""",Decisão manual validada aplicada ao JSON final.,Manoel,2026-06-02,"Estocolmo, Rio etc."
