pid,title,journal_title,year,period_3,eligible_order
S0102-64452017000300299,DILEMAS DA TRADUÇÃO DO MARXISMO NA PERIFERIA: ANTONIO GRAMSCI E OS FUNDAMENTOS DOS SUBALTERN STUDIES,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5043
S0102-64452018000100011,CONDIÇÕES ESTRUTURAIS DO NACIONALISMO JAPONÊS RECENTE,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5044
S0102-64452018000100039,"LA VIDA DE DOMINGUITO: CIDADANIA, PATERNIDADE E GUERRA EM DOMINGO FAUSTINO SARMIENTO",Lua Nova: Revista de Cultura e Política,2018,2012-2018,5045
S0102-64452018000100069,RAYMUNDO FAORO E AS LINHAGENS DO PENSAMENTO POLÍTICO BRASILEIRO,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5046
S0102-64452018000100103,A LINHAGEM CULTURALISTA DA SOCIOLOGIA DO FUTEBOL BRASILEIRO,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5047
S0102-64452018000100135,O CONCEITO DE ESFERA PÚBLICA JURÍDICA E A AUDIÊNCIA PÚBLICA SOBRE COTAS RACIAIS NO SUPREMO TRIBUNAL FEDERAL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5048
S0102-64452018000100167,CONSUMINDO COMO UMA GAROTA: SUBJETIVAÇÃO E EMPODERAMENTO NA PUBLICIDADE VOLTADA PARA MULHERES,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5049
S0102-64452018000100203,A CONCEPÇÃO HOLÍSTICA E PROCESSUAL DE TEMPO DE NORBERT ELIAS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5050
S0102-64452018000100233,O MARCO INSTITUCIONAL DA POLÍTICA URBANA NA ESPANHA E APONTAMENTOS COMPARATIVOS COM O BRASIL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5051
S0102-64452018000100261,IMPACTOS DA JUSTIÇA TRANSICIONAL SUL-AMERICANA NO SISTEMA INTERAMERICANO DE DIREITOS HUMANOS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5052
S0102-64452018000200019,"CLASSE TRABALHADORA, CONFRONTO POLÍTICO E DEMOCRACIA: O CICLO DE GREVES DO ABC PAULISTA E OS DESAFIOS DO SINDICALISMO ATUAL",Lua Nova: Revista de Cultura e Política,2018,2012-2018,5053
S0102-64452018000200067,SINDICALISMO DO ABC E A ERA LULA: CONTRADIÇÕES E RESISTÊNCIAS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5054
S0102-64452018000200097,DAS GREVES DO ABC AO CONSELHO DE RELAÇÕES DE TRABALHO: CHANCES E LIMITES DA AÇÃO SINDICAL INSTITUCIONAL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5055
S0102-64452018000200133,TRABALHO E POLÍTICA EM SÃO BERNARDO: ARQUEOLOGIA DE UMA HEGEMONIA PRECÁRIA,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5056
S0102-64452018000200167,QUANDO OS TRABALHADORES PARAM? REINTERPRETANDO A OCORRÊNCIA DE GREVES NO BRASIL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5057
S0102-64452018000200201,PLURALIDADE SINDICAL NO CAMPO? AGRICULTORES FAMILIARES E ASSALARIADOS RURAIS EM UM CENÁRIO DE DISPUTAS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5058
S0102-64452018000200239,VOLVIENDO A LAS BASES: EL SINDICALISMO ARGENTINO FRENTE A LOS RETOS DEL CAPITALISMO ACTUAL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5059
S0102-64452018000200259,O SINDICALISMO AINDA CONTA? PODERES SINDICAIS EM DEBATE NO CONTEXTO EUROPEU,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5060
S0102-64452018000200287,O SINDICALISMO ITALIANO ENTRE CRISE DE REPRESENTATIVIDADE E MUDANÇAS DAS RELAÇÕES INDUSTRIAIS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5061
S0102-64452018000300002,MOVIMENTOS SOCIAIS E POLÍTICAS PÚBLICAS: REPENSANDO ATORES E OPORTUNIDADES POLÍTICAS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5062
S0102-64452018000300004,ESTUDO DE TRAJETÓRIAS E INTERAÇÕES SOCIOESTATAIS: MÚTUA CONSTITUIÇÃO ENTRE MOVIMENTO SOCIAL E A POLÍTICA PÚBLICA DE ASSISTÊNCIA SOCIAL,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5063
S0102-64452018000300006,CONTRADIÇÕES E DISPUTAS NA POLÍTICA DE CONVENIAMENTO ENTRE ESTADO E MOVIMENTOS POPULARES NOS ANOS 2000: O CASO HELIÓPOLIS,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5064
S0102-64452018000300007,A ATUAÇÃO DO MOVIMENTO FEMINISTA NO LEGISLATIVO FEDERAL: CASO DA LEI MARIA DA PENHA,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5065
S0102-64452018000300008,OPORTUNIDADES POLÍTICAS EM UM PRESIDENCIALISMO DE COALIZÃO,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5066
S0102-64452018000300009,"MINISTÉRIO PÚBLICO, LAVA JATO E MÃOS LIMPAS: UMA ABORDAGEM INSTITUCIONAL",Lua Nova: Revista de Cultura e Política,2018,2012-2018,5067
S0102-64452018000300010,A RECONFIGURAÇÃO DA POLÍTICA BOLIVIANA: RECONSTITUIÇÃO DE UM CICLO DE CRISES,Lua Nova: Revista de Cultura e Política,2018,2012-2018,5068
S0102-64452019000100002,TOURAINE: O SUJEITO CONTRA O SISTEMA,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5069
S0102-64452019000100003,ALAIN TOURAINE E A HISTÓRIA,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5070
S0102-64452019000100004,UM DESEJO DE HISTÓRIA: A SOCIOLOGIA DO TRABALHO DE ALAIN TOURAINE (1948-1973),Lua Nova: Revista de Cultura e Política,2019,2019-2025,5071
S0102-64452019000100005,ALAIN TOURAINE E O BRASIL: ATORES SOCIAIS E DEPENDÊNCIA EM DIÁLOGOS DOS ANOS 1970,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5072
S0102-64452019000100006,ENTRE A AMÉRICA LATINA E UMA PROPOSTA DE EMANCIPAÇÃO: OS CONCEITOS DE CULTURA DEMOCRÁTICA E SUJEITO NA OBRA DA ALAIN TOURAINE,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5073
S0102-64452019000100007,CONFLITO E MOVIMENTOS SOCIAIS NO ACIONALISMO DE ALAIN TOURAINE,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5074
S0102-64452019000100008,"SOCIOLOGIA, MODERNIDADE E AMÉRICA LATINA: ENTREVISTA COM ALAIN TOURAINE",Lua Nova: Revista de Cultura e Política,2019,2019-2025,5075
S0102-64452019000100009,A QUESTÃO CURDA NA GUERRA DA SÍRIA: DINÂMICAS INTERNAS E IMPACTOS REGIONAIS,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5076
S0102-64452019000100010,CAMINHOS CRUZADOS: MARXISMO E NACIONALISMO NO BRASIL E NO PERU (1928-1964),Lua Nova: Revista de Cultura e Política,2019,2019-2025,5077
S0102-64452019000200015,TEORIA POLÍTICA CLÁSSICA: RAMIFICAÇÕES DE GRÉCIA E ROMA,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5078
S0102-64452019000200031,A ANTROPOLOGIA DA DEMOCRACIA. O DEMOCRATA NA ORAÇÃO FÚNEBRE DE PÉRICLES,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5079
S0102-64452019000200055,MAQUIAVEL: A AMBIÇÃO E O DILEMA DAS LEIS AGRÁRIAS,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5080
S0102-64452019000200091,O QUE A AMIZADE (PHILIA) NOS DIZ SOBRE OS FUNDAMENTOS DA DEMOCRACIA? PRESSUPOSTOS DE UMA &#8220;DEMOFILIA&#8221;,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5081
S0102-64452019000200127,"Maquiavel, pensador trágico",Lua Nova: Revista de Cultura e Política,2019,2019-2025,5082
S0102-64452019000200169,"LEI, LIBERDADE E DIVERSIDADE DE FINS NO PLURALISMO DE VALORES",Lua Nova: Revista de Cultura e Política,2019,2019-2025,5083
S0102-64452019000200203,A utopia antipolítica de Negri e Hardt,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5084
S0102-64452019000200235,PENSAMENTO AO QUADRADO: ROBERTO SCHWARZ E O BRASIL,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5085
S0102-64452019000200263,O BRASIL DOS BACHARÉIS: UM DISCURSO LIBERAL UDENISTA,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5086
S0102-64452019000300017,DIREITOS UNIVERSAIS OU AMERICANIZAÇÃO TOTAL?,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5087
S0102-64452019000300045,DUAS FACES DE UMA MESMA MOEDA? A ABORDAGEM DE TRUMP PARA O TRIBUNAL PENAL INTERNACIONAL,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5088
S0102-64452019000300065,A TEMÁTICA MIGRATÓRIA NA REVISÃO PERIÓDICA UNIVERSAL DOS EUA: OPORTUNIDADE POLÍTICA DIANTE DO HEGEMON,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5089
S0102-64452019000300101,A ABORDAGEM DA MOBILIZAÇÃO DO DIREITO ENTRE A CRÍTICA NECESSÁRIA E A CRÍTICA POSSÍVEL,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5090
S0102-64452019000300121,JUSTIÇA ESCOLAR E JUSTIÇA DIFERENCIALISTA NOS DOCUMENTOS ADOTADOS POR ÓRGÃOS DAS NAÇÕES UNIDAS (PNUD E UNESCO),Lua Nova: Revista de Cultura e Política,2019,2019-2025,5091
S0102-64452019000300137,"MOBILIDADES CONTEMPORÂNEAS NO CONTEXTO PÓS-COLONIAL: MBEMBE, GLISSANT E MATTELART",Lua Nova: Revista de Cultura e Política,2019,2019-2025,5092
S0102-64452019000300157,IMPEACHMENT: A ARMA NUCLEAR CONSTITUCIONAL,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5093
S0102-64452019000300177,OS CAMINHOS POSSÍVEIS DE UM DESGOVERNO DIANTE DA PRÁTICA DA TORTURA: APONTAMENTOS E PERSPECTIVAS NUM CONTEXTO DE APOIO GOVERNAMENTAL A GRAVES VIOLAÇÕES DE DIREITOS HUMANOS NO BRASIL,Lua Nova: Revista de Cultura e Política,2019,2019-2025,5094
S0102-64452019000300195,"DIREITO SOCIAL, NEOLIBERALISMO E TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO",Lua Nova: Revista de Cultura e Política,2019,2019-2025,5095
S0102-64452020000100002,INTERFACES SOCIOESTATAIS E INSTITUIÇÕES PARTICIPATIVAS: DIMENSÕES ANALÍTICAS,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5096
S0102-64452020000100051,DA FORMAÇÃO CULTURAL À MOBILIZAÇÃO SOCIAL: ESPAÇOS DE FORMAÇÃO E MOBILIZAÇÃO AO LONGO DE TRÊS GERAÇÕES NAS PERIFERIAS DE SÃO PAULO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5097
S0102-64452020000100103,POPULISMO NAS ELEIÇÕES PRESIDENCIAIS DE 2018: UMA ANÁLISE DOS DISCURSOS DE CAMPANHA DE BOLSONARO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5098
S0102-64452020000100129,AS POLÍTICAS DE ABATE SOCIAL NO BRASIL CONTEMPORÂNEO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5099
S0102-64452020000100161,"ENCARCERAMENTO EM MASSA, RACKETEERING DE ESTADO E RACIONALIDADE NEOLIBERAL",Lua Nova: Revista de Cultura e Política,2020,2019-2025,5100
S0102-64452020000100193,ATUALIDADE DA REIFICAÇÃO DE MARX COMO INSTRUMENTO DA ANÁLISE DE RELAÇÕES JURÍDICAS E SOCIAIS,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5101
S0102-64452020000100229,DO TRABALHO IMATERIAL COMO VALOR: O EXEMPLO DA ESTRUTURA MACROECONÓMICA DAS INDÚSTRIAS CRIATIVAS,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5102
S0102-64452020000100269,PANTURQUISMO EM XINJIANG E NA ÁSIA CENTRAL: ENTRE O SEPARATISMO E A INTEGRAÇÃO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5103
S0102-64452020000100303,REVISITANDO A RECEPÇÃO DE FRANTZ FANON: O ATIVISMO NEGRO BRASILEIRO E OS DIÁLOGOS TRANSNACIONAIS EM TORNO DA NEGRITUDE,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5104
S0102-64452020000200017,CIÊNCIAS SOCIAIS E EDUCAÇÃO: LIÇÕES DE DURKHEIM E DE FLORESTAN FERNANDES,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5105
S0102-64452020000200049,A DUPLA HERMENÊUTICA DA SOCIOLOGIA DA EDUCAÇÃO: A EDUCAÇÃO DAS NOVAS GERAÇÕES E A ORGANIZAÇÃO ESCOLAR,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5106
S0102-64452020000200077,"ENCAIXES, DESENCAIXES E BLOQUEIOS: SOCIOLOGIA E EDUCAÇÃO NO BRASIL DA DÉCADA DE 1950",Lua Nova: Revista de Cultura e Política,2020,2019-2025,5107
S0102-64452020000200133,PESQUISA SOCIAL EM EDUCAÇÃO E O SUCESSO EDUCACIONAL NO BRASIL,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5108
S0102-64452020000200155,IMPACTOS DAS UNIDADES DE POLÍCIA PACIFICADORA (UPP) SOBRE COTIDIANOS ESCOLARES,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5109
S0102-64452020000200189,CARACTERIZAÇÃO DAS DESIGUALDADES EDUCACIONAIS COM DADOS PÚBLICOS: DESAFIOS PARA CONCEITUAÇÃO E OPERACIONALIZAÇÃO EMPÍRICA,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5110
S0102-64452020000200215,DESIGUALDADES DE OPORTUNIDADES EDUCACIONAIS NO INÍCIO DA TRAJETÓRIA ESCOLAR NO CONTEXTO BRASILEIRO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5111
S0102-64452020000200247,OPOSIÇÃO PARLAMENTAR: CONCEITO E FUNÇÕES,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5112
S0102-64452020000300015,"DEMOCRACIAS NO SÉCULO XXI: CAUSAS, SINTOMAS E ESTRATÉGIAS PARA SUPERAR SUA CRISE",Lua Nova: Revista de Cultura e Política,2020,2019-2025,5113
S0102-64452020000300051,A democracia não está morrendo: Foi o neoliberalismo que fracassou,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5114
S0102-64452020000300081,"TOLERÂNCIA POLÍTICA, NEUTRALIDADE E PLURALISMO NAS DEMOCRACIAS LIBERAIS",Lua Nova: Revista de Cultura e Política,2020,2019-2025,5115
S0102-64452020000300109,ESTADO E SOCIEDADE CIVIL NA TEORIA POLÍTICA FRANCESA DO SÉCULO XIX: O DEBATE SOBRE A FORMAÇÃO DA SOCIEDADE PÓS-REVOLUCIONÁRIA,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5116
S0102-64452020000300143,UMA TEORIA DO CONFLITO NÃO MAQUIAVELIANO: O CASO DE JAMES HARRINGTON,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5117
S0102-64452020000300175,O MODERNISMO COMO MOVIMENTO CULTURAL: UMA SOCIOLOGIA POLÍTICA DA CULTURA,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5118
S0102-64452020000300211,CLASSIFICAÇÕES DO PENSAMENTO BRASILEIRO EM PERSPECTIVA SOCIOLÓGICA,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5119
S0102-64452020000300249,INSURGÊNCIA PERIFÉRICA E A TEORIA CRÍTICA DAS RELAÇÕES INTERNACIONAIS,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5120
S0102-64452020000300275,ERRADICAÇÃO VOLUNTÁRIA DE CULTIVOS ILÍCITOS NA COLÔMBIA: DO PLANO ALTERNATIVO AO PROGRAMA NACIONAL DE SUBSTITUIÇÃO,Lua Nova: Revista de Cultura e Política,2020,2019-2025,5121
S0102-64452021000100015,O BRASIL E O MERCOSUL: ATORES DOMÉSTICOS E OSCILAÇÕES DA POLÍTICA EXTERNA NOS ÚLTIMOS 30 ANOS,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5122
S0102-64452021000100055,O AUGE E A CRISE DO &#8220;NOVO MERCOSUL&#8221; NO PERÍODO PÓS-HEGEMÓNICO (2003-2016),Lua Nova: Revista de Cultura e Política,2021,2019-2025,5123
S0102-64452021000100087,O MERCOSUL E A UE: O FALSO ESPELHO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5124
S0102-64452021000100123,MERCOSUL COMO POLÍTICA EXTERIOR ARGENTINA E SEUS DESAFIOS ATUAIS,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5125
S0102-64452021000100147,"TRÊS DÉCADAS DE MERCOSUL: INSTITUCIONALIDADE, CAPACIDADE ESTATAL E BAIXA INTENSIDADE DA INTEGRAÇÃO",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5126
S0102-64452021000100181,URUGUAI COMO PEQUENO ESTADO NO MERCOSUL (1991-2020): UMA LEITURA A PARTIR DA AUTONOMIA REGIONAL,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5127
S0102-64452021000100217,"PARA ALÉM DO COMÉRCIO: MERCOSUL, DEMOCRACIA E SEGURANÇA REGIONAL",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5128
S0102-64452021000100251,"PARADIGMAS, MUDANÇAS INSTITUCIONAIS E DESMANTELAMENTO DE POLÍTICAS PÚBLICAS NA REUNIÃO ESPECIALIZADA DE AGRICULTURA FAMILIAR DO MERCOSUL",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5129
S0102-64452021000100283,ANÁLISE COMPARADA DAS ESTRATÉGIAS ORGANIZATIVAS DOS LOBBIES NO PROCESSO CONSTITUINTE DE 1987-88,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5130
S0102-64452021000200019,"&#8220;DO POVO, PARA O POVO E PELO POVO&#8221;: ORIGEM E EXERCÍCIO DA SOBERANIA POPULAR NA TEORIA POLÍTICA CONTEMPORÂNEA",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5131
S0102-64452021000200057,REPENSANDO A MOBILIZAÇÃO DOS DIREITOS HUMANOS: RELAÇÕES ENTRE ATIVISTAS E VÍTIMAS DE VIOLAÇÕES NO CASO ALVARADO CONTRA O MÉXICO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5132
S0102-64452021000200103,OS DONOS DO SILÊNCIO: A POLÍTICA EXTERNA DO REGIME MILITAR BRASILEIRO E A COMISSÃO DE DIREITOS HUMANOS DAS NAÇÕES UNIDAS,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5133
S0102-64452021000200137,QUEM PECA E REZA OS LAÇOS: TENSÃO ENTRE DISCURSO UNIVERSAL E PRÁCTICAS REGIONAIS NA IGREJA CATÓLICA EM RELAÇÃO AO NEOLIBERALISMO LATINO-AMERICANO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5134
S0102-64452021000200175,"NUESTRO NORTE ES EL SUR: A BUSCA DA AUTONOMIA, OS DESAFIOS DA INTEGRAÇÃO REGIONAL E A CHINA",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5135
S0102-64452021000200211,TRANSFERÊNCIA MONETÁRIA NO BRASIL E NO CHILE: COMPARANDO IDEIAS E O PAPEL DE INSTRUMENT CONSTITUENCIES,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5136
S0102-64452021000200247,TECNOLOGIAS DE SABER-PODER SOBRE AS ÁGUAS: A EXPERIÊNCIA DO CONSELHO MUNDIAL DA ÁGUA,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5137
S0102-64452021000200281,UM PROJETO DE PESQUISA &#8220;À ESQUERDA&#8221;: GILDO MARÇAL BRANDÃO E A INTERPRETAÇÃO MARXISTA DO PENSAMENTO POLÍTICO BRASILEIRO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5138
S0102-64452021000200325,AÇÚCAR E CAFÉ: AMBIGUIDADE DE RAÍZES DO BRASIL,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5139
S0102-64452021000300013,"A SEGURANÇA EM MUTAÇÃO: CONCEPÇÕES, PRÁTICAS E EXPERIÊNCIAS NO SÉCULO XXI",Lua Nova: Revista de Cultura e Política,2021,2019-2025,5140
S0102-64452021000300029,A FALHA EM IMPOR CONTROLE: SEGURANÇA PRIVADA E O ESTADO MEXICANO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5141
S0102-64452021000300069,A ÂNCORA DA SEGURANÇA: CENTRALIDADES E CAPITAIS NA REDE DE SEGURANÇA DO PORTO DE SANTOS,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5142
S0102-64452021000300105,CAMPO TRANSNACIONAL DE POLICIAMENTO: AS RELAÇÕES ENTRE A DRUG ENFORCEMENT ADMINISTRATION (DEA) E A POLÍCIA FEDERAL DO BRASIL (PF),Lua Nova: Revista de Cultura e Política,2021,2019-2025,5143
S0102-64452021000300137,PROTEGENDO O SHOPPING: PRÁTICAS DIÁRIAS DE SEGURANÇA HOSPITALAR EM SÃO PAULO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5144
S0102-64452021000300175,O GOVERNO DA SEGURANÇA: MODELOS SECURITÁRIOS TRANSNACIONAIS E TECNOLOGIAS DE VIGILÂNCIA NA CIDADE DE SÃO PAULO,Lua Nova: Revista de Cultura e Política,2021,2019-2025,5145
